source,target,weight
"Bollinger, Beth","Geist-Martin, Patricia",1
"Bollinger, Beth","Bollinger, Beth",1
"Jin, Lan","Jin, Lan",1
"Jin, Lan","Acharya, Lalatendu",1
"Slatcher, Richard","Rochadiat, Annisa",1
"Slatcher, Richard","Lennemann, Benjamin",1
"Slatcher, Richard","Tong, Stephanie",1
"Slatcher, Richard","Tadi, Prathyusha",1
"Slatcher, Richard","Corriero, Elena",1
"Slatcher, Richard","Slatcher, Richard",1
"Slatcher, Richard","Walther, Joseph",1
"Slatcher, Richard","Hancock, Jeff",1
"Sinclair, Sarah","Sinclair, Sarah",1
"Sinclair, Sarah","Tian, Helen",1
"Sinclair, Sarah","Vera, Nicholas",1
"Sinclair, Sarah","Saulnier, Jillian",1
"Sinclair, Sarah","Bubric, Katherine",1
"Sinclair, Sarah","Markowitz, David",1
"Ramrez, Marcos","Soto, Adolfo",1
"Ramrez, Marcos","Figueroa, Laura",1
"Ramrez, Marcos","Ramrez, Marcos",1
"Dias, Patricia","Dias, Patricia",1
"Niederdeppe, Jeff","Zhou, Shuo",1
"Niederdeppe, Jeff","Niederdeppe, Jeff",1
"Piotrowski, Jessica","Piotrowski, Jessica",1
"Piotrowski, Jessica","Valkenburg, Patti",1
"Piotrowski, Jessica","Lugtig, Peter",1
"Piotrowski, Jessica","Fikkers, Karin",1
"Hills, Matt","Hills, Matt",1
"Lam, M. F.","Lam, M. F.",1
"Lam, M. F.","Fung, Timothy",1
"Lam, M. F.","Lee, Kelvin",1
"Park, Chang Sup","Park, Chang Sup",1
"Sivunen, Anu","Boyraz, Maggie",1
"Sivunen, Anu","Sivunen, Anu",1
"Sivunen, Anu","Nordbck, Emma",1
"Sivunen, Anu","Gibbs, Jennifer",1
"Porto, Mauro","Brant, Joao",1
"Porto, Mauro","Porto, Mauro",1
"Donahue, John","Donahue, John",1
"Donahue, John","Green, Melanie",1
"Schemer, Christian","Kuehne, Rinaldo",1
"Schemer, Christian","Ryffel, Fabian",1
"Schemer, Christian","Schemer, Christian",1
"Schemer, Christian","Wirth, Werner",1
"Lee, Shin Haeng","Lee, Shin Haeng",1
"Kirkorian, Heather","Kirkorian, Heather",1
"Atkin, David","Neuendorf, Kimberly",1
"Atkin, David","Atkin, David",1
"Atkin, David","Jeffres, Leo",1
"Atkin, David","Kumar, Anup",1
"Shih, Tsung-Jen","Shih, Tsung-Jen",1
"Shehata, Adam","Kruikemeier, Sanne",1
"Shehata, Adam","Shehata, Adam",1
"Fisher, Caroline","Fisher, Caroline",1
"Petersen, Jennifer","Petersen, Jennifer",1
"Schillinger, Dawn","Schillinger, Dawn",1
"Tsai, Hsin-yi","Rikard, R.V.",1
"Tsai, Hsin-yi","Shillair, Ruth",1
"Tsai, Hsin-yi","Tsai, Hsin-yi",1
"Tsai, Hsin-yi","Cotten, Shelia",1
"Bushman, Brad","Custers, Kathleen",1
"Bushman, Brad","Bushman, Brad",1
"Shay, Ronen","Palomba, Anthony",1
"Shay, Ronen","Shay, Ronen",1
"Cushion, Stephen","Cushion, Stephen",1
"Cushion, Stephen","Thomas, Richard",1
"White, Amanda","Christensen, John",1
"White, Amanda","White, Amanda",1
"White, Amanda","Vanco, Bryan",1
"Humanes, Maria","Roses, Sergio",1
"Humanes, Maria","Veglis, Andreas",1
"Humanes, Maria","Skamnakis, Antonios",1
"Humanes, Maria","PANAGIOTOU, NIKOS",1
"Humanes, Maria","Humanes, Maria",1
"Tinic, Serra","Tinic, Serra",1
"Dinh, Ly","Proulx, Jeffrey",1
"Dinh, Ly","Pilny, Andrew",1
"Dinh, Ly","Bryan, Ann",1
"Dinh, Ly","Dinh, Ly",1
"Goodie, Shiyla","Li, Minjie",1
"Goodie, Shiyla","Altinay, Zeynep",1
"Goodie, Shiyla","Ferchaud, Arienne",1
"Goodie, Shiyla","Sanders, Meghan",1
"Goodie, Shiyla","Goodie, Shiyla",1
"Rivire, Carole","Rivire, Carole",1
"Rivire, Carole","Morel, Julien",1
"Rivire, Carole","Licoppe, Christian",1
"Pant, Saumya","Pant, Saumya",1
"Park, Namkee","Lee, Seungyoon",1
"Park, Namkee","Park, Namkee",1
"Park, Namkee","Chung, Jae Eun",1
"Brackbill, Devon","Brackbill, Devon",1
"Edwards, Chad","Edwards, Autumn",1
"Edwards, Chad","Spence, Patric",1
"Edwards, Chad","Edwards, Chad",1
"Brunton, Margaret","Sayers, Janet",1
"Brunton, Margaret","Brunton, Margaret",1
"Schneider, Frank","Schneider, Frank",1
"Schneider, Frank","Rinke, Eike",1
"Park, Hee Sun","Park, Hee Sun",1
"Park, Hee Sun","Lee, Seungcheol",1
"Hoxha, Abit","Hoxha, Abit",1
"Hoxha, Abit","Jungblut, Marc",1
"Janssen, Loes","Fransen, Marieke",1
"Janssen, Loes","Janssen, Loes",1
"Janssen, Loes","Wulff, Rebecca",1
"van der Burg, Miriam","De Smedt, Julie",1
"van der Burg, Miriam","Sevenans, Julie",1
"van der Burg, Miriam","Masini, Andrea",1
"van der Burg, Miriam","Beckers, Kathleen",1
"van der Burg, Miriam","van der Burg, Miriam",1
"Jones, Liz","Jones, Liz",1
"Jones, Liz","Peters, Kathryn",1
"Scepanski, Philip","Scepanski, Philip",1
"Putnam, Linda","Banghart, Scott",1
"Putnam, Linda","Putnam, Linda",1
"Schejter, Amit","Mola, Shula",1
"Schejter, Amit","Tirosh, Noam",1
"Schejter, Amit","Ben-Harush, Orit",1
"Schejter, Amit","Mendels, Jonathan",1
"Schejter, Amit","Schejter, Amit",1
"Schejter, Amit","Shaham, Malka",1
"Schejter, Amit","Abu-Kaf, Ghalia",1
"Kreps, Gary","Alpert, Jordan",1
"Kreps, Gary","Kreps, Gary",1
"Kreps, Gary","Desens, Linda",1
"Kreps, Gary","Wright, Kevin",1
"Cooke, Tanner","Buckley, Catherine",1
"Cooke, Tanner","Cooke, Tanner",1
"Cooke, Tanner","McAllister, Matthew",1
"Levinson, Amber","Levinson, Amber",1
"Kroon, Asa","Kroon, Asa",1
"Frison, Eline","Frison, Eline",1
"Tsetsura, Katerina","Nguyen, Tham",1
"Tsetsura, Katerina","Tsetsura, Katerina",1
"Dickmeis, Anne","Roe, Keith",1
"Dickmeis, Anne","Dickmeis, Anne",1
"Zhou, Lin","Zhou, Lin",1
"Zhou, Lin","Mittelberger, Andreas",1
"Zhou, Lin","Arendt, Florian",1
"Zhou, Lin","Abdollahi, Maral",1
"Zhou, Lin","Surzhyk, Olga",1
"Zhou, Lin","Naderer, Brigitte",1
"Wilczek, Bartosz","Wilczek, Bartosz",1
"Danielson, Carly","Danielson, Carly",1
"Roesner, Leonie","Oliver, Mary",1
"Roesner, Leonie","Neubaum, German",1
"Roesner, Leonie","Eimler, Sabrina",1
"Roesner, Leonie","Winter, Stephan",1
"Roesner, Leonie","Roesner, Leonie",1
"Roesner, Leonie","Kramer, Nicole",1
"Nutting, Brandon","Keene, Justin",1
"Nutting, Brandon","Berke, Collin",1
"Nutting, Brandon","Nutting, Brandon",1
"Van Lith, Charlotte","Antheunis, Marjolijn",1
"Van Lith, Charlotte","Vanden Abeele, Mariek",1
"Van Lith, Charlotte","Van Lith, Charlotte",1
"Van Lith, Charlotte","Schouten, Alexander",1
"Sinclair, John","Sinclair, John",1
"Van den Bulck, Hilde","Van den Bulck, Hilde",1
"Van den Bulck, Hilde","Claessens, Nathalie",1
"Van den Bulck, Hilde","Bels, Annebeth",1
"Fuentes-Navarro, Raul","Fuentes-Navarro, Raul",1
"Beullens, Kathleen","Beullens, Kathleen",1
"Beullens, Kathleen","Coenen, Lennert",1
"Martinez, Lourdes","Lewis, Nehama",1
"Martinez, Lourdes","Cheng, Ying",1
"Martinez, Lourdes","Martinez, Lourdes",1
"Martinez, Lourdes","Ahn, Jisoo",1
"Marroquin, Lissette","Angel, Adriana",1
"Marroquin, Lissette","Marroquin, Lissette",1
"Chess, Shira","Baines, Joyya",1
"Chess, Shira","Chess, Shira",1
"Chess, Shira","Evans, Nathaniel",1
"Yang, Xiaodong","Ho, Shirley",1
"Yang, Xiaodong","Yang, Xiaodong",1
"Romney, Miles","Romney, Miles",1
"Romney, Miles","Johnson, Richard",1
"Romney, Miles","Roschke, Kristy",1
"Aroldi, Piermarco","Aroldi, Piermarco",1
"Aroldi, Piermarco","Carlo, Simone",1
"Parks, Perry","Parks, Perry",1
"Berberick, Stephanie","Berberick, Stephanie",1
"Berberick, Stephanie","McAllister, Matthew",1
"Kruschinski, Simon","Roessing, Thomas",1
"Kruschinski, Simon","Schmidt, Danny",1
"Kruschinski, Simon","Podschuweit, Nicole",1
"Kruschinski, Simon","Weber, Winja",1
"Kruschinski, Simon","Kruschinski, Simon",1
"Suphan, Anne","Fieseler, Christian",1
"Suphan, Anne","Meckel, Miriam",1
"Suphan, Anne","Mueller, Severina",1
"Suphan, Anne","Suphan, Anne",1
"Schmidt, Danny","Roessing, Thomas",1
"Schmidt, Danny","Schmidt, Danny",1
"Schmidt, Danny","Podschuweit, Nicole",1
"Schmidt, Danny","Weber, Winja",1
"Schmidt, Danny","Kruschinski, Simon",1
"Gardner, Paula","Gardner, Paula",1
"Neff, Gina","Nagy, Pter",1
"Neff, Gina","Neff, Gina",1
"Kulemeka, Owen","Jiang, Hua",1
"Kulemeka, Owen","Luo, Yi",1
"Kulemeka, Owen","Kulemeka, Owen",1
"Ling, Debby","Lai, Aloysius",1
"Ling, Debby","Ling, Debby",1
"Ling, Debby","Jung, Younbo",1
"Ling, Debby","Yeo, Xinzi",1
"Ling, Debby","Lee, Debbie",1
"Hestres, Luis","Hestres, Luis",1
"Boyles, Stephens","Boyles, Stephens",1
"Boyles, Stephens","Zhu, Yaguang",1
"Boyles, Stephens","Stephens, Keri",1
"Boyles, Stephens","Ford, Jessica",1
"Boyles, Stephens","Jafari, Ehsan",1
"Kaun, Anne","Kaun, Anne",1
"Lin, Trisha T. C.","Lin, Trisha T. C.",1
"Lin, Trisha T. C.","Bautista, John Robert",1
"Burke, Tricia","Burke, Tricia",1
"Vonkeman, Charlotte","Vonkeman, Charlotte",1
"Vonkeman, Charlotte","Ouwerkerk, Jaap",1
"Vonkeman, Charlotte","Van Dijk, Wilco",1
"Vonkeman, Charlotte","Spears, Russell",1
"Napoli, Philip","Renninger, Bryce",1
"Napoli, Philip","Napoli, Philip",1
"Chib, Arul","Shi, Jingyuan(Jolie)",1
"Chib, Arul","Chib, Arul",1
"Mai, Bo","Gonzalez-Bailon, Sandra",1
"Mai, Bo","Mai, Bo",1
"Mai, Bo","Liu, Jiaying",1
"Nossek, Hillel","Henriques, Sara",1
"Nossek, Hillel","Nossek, Hillel",1
"Nossek, Hillel","Damsio, Manuel",1
"Nossek, Hillel","Adoni, Hanna",1
"Nossek, Hillel","Nimrod, Galit",1
"Elmqvist, Niklas","Elmqvist, Niklas",1
"Elmqvist, Niklas","Wilhoit, Elizabeth",1
"Elmqvist, Niklas","Badam, Sriram Karthik",1
"Elmqvist, Niklas","Ramani, Karthik",1
"Elmqvist, Niklas","Zhou, Ninger",1
"Elmqvist, Niklas","Booth, Joran",1
"Elmqvist, Niklas","Chandrasegaran, Senthil",1
"Elmqvist, Niklas","Kisselburgh, Lorraine",1
"Paul, Gregory","Paul, Gregory",1
"Baumgartner, Frank","Chaqus Bonafont, Laura",1
"Baumgartner, Frank","Walgrave, Stefaan",1
"Baumgartner, Frank","Baumgartner, Frank",1
"Baumgartner, Frank","Mortensen, Peter",1
"Baumgartner, Frank","Bevan, Shaun",1
"Baumgartner, Frank","Tresch, Anke",1
"Baumgartner, Frank","jennings, will",1
"Baumgartner, Frank","Sciarini, Pascal",1
"Baumgartner, Frank","Vliegenthart, Rens",1
"Futerfas, Michelle","Futerfas, Michelle",1
"Futerfas, Michelle","Nan, Xiaoli",1
"Futerfas, Michelle","Ma, Zexin",1
"Schauster, Erin","Schauster, Erin",1
"Snoeijers, Erik","Snoeijers, Erik",1
"Matsaganis, Matthew","Matsaganis, Matthew",1
"Matsaganis, Matthew","Wilkin, Holley",1
"Rodriguez, Lulu","Rodriguez, Lulu",1
"Rodriguez, Lulu","Annamalai, Devi",1
"Rodriguez, Lulu","Evans, James",1
"Rodriguez, Lulu","Wright, Joyce",1
"Rodriguez, Lulu","Kulpavaropas, Supathida",1
"Deseriis, Marco","Deseriis, Marco",1
"Stout, Patricia","Donovan-Kicken, Erin",1
"Stout, Patricia","Champlin, Sara",1
"Stout, Patricia","Stout, Patricia",1
"Stout, Patricia","Mabry, Amanda",1
"Stout, Patricia","Mackert, Michael",1
"Stout, Patricia","Pounders, Kathrynn",1
"Mller, Barbara","Oude Groote Beverborg, Arnoud",1
"Mller, Barbara","Buijzen, Moniek",1
"Mller, Barbara","Mller, Barbara",1
"Mller, Barbara","Loman, Jeroen",1
"Engel, David","Malone, Thomas",1
"Engel, David","Engel, David",1
"Engel, David","Aggarwal, Ishani",1
"Engel, David","Williams Woolley, Anita",1
"Engel, David","Kim, Young Ji",1
"Tang, Wai Yen","Tang, Wai Yen",1
"Tang, Wai Yen","Fox, Jesse",1
"Horan, Sean","MacArthur, Brenda",1
"Horan, Sean","Schepis, Ty",1
"Horan, Sean","Horan, Sean",1
"Horan, Sean","Villagran, Melinda",1
"Williams, Andrew","Williams, Andrew",1
"Williams, Andrew","Turner, Jerome",1
"Williams, Andrew","Harte, Dave",1
"Podschuweit, Nicole","Podschuweit, Nicole",1
"Podschuweit, Nicole","Geise, Stephanie",1
"Graham, Melissa","Graham, Melissa",1
"Graham, Melissa","Avery, Elizabeth",1
"Eggermont, Steven","Eggermont, Steven",1
"Eggermont, Steven","Beyens, Ine",1
"Eggermont, Steven","Nathanson, Amy",1
"Szczuka, Jessica","Fazlali, Sepiedeh",1
"Szczuka, Jessica","Szczuka, Jessica",1
"Szczuka, Jessica","Kramer, Nicole",1
"Szczuka, Jessica","Weiss, Janina",1
"Moran, Meghan","Moran, Meghan",1
"Moran, Meghan","Ball-Rokeach, Sandra",1
"Moran, Meghan","Zhao, Nan",1
"Moran, Meghan","Murphy, Sheila",1
"Moran, Meghan","Gonzalez, Carmen",1
"Moran, Meghan","Chen, Nien-Tsu",1
"Showers, Eric","Showers, Eric",1
"Showers, Eric","Tindall, Nathan",1
"Showers, Eric","Davies, Todd",1
"Mislan, Cristina","Mislan, Cristina",1
"Pompper, Donnalyn","Pompper, Donnalyn",1
"Thaker, Jagadish","Dutta, Mohan",1
"Thaker, Jagadish","Thaker, Jagadish",1
"Bolanos-Carpio, Alexa","Bolanos-Carpio, Alexa",1
"Kim, Joohan","Jin, Borae",1
"Kim, Joohan","Kim, Joohan",1
"Clare, David","Poland, Travis",1
"Clare, David","Holmstrom, Amanda",1
"Clare, David","Summers, Morgan",1
"Clare, David","Reynolds, Reed",1
"Clare, David","Clare, David",1
"Klaren, Alexandra","Klaren, Alexandra",1
"Stroud, Natalie","Wojcieszak, Magdalena",1
"Stroud, Natalie","Stroud, Natalie",1
"Stroud, Natalie","Feldman, Lauren",1
"Stroud, Natalie","Bimber, Bruce",1
"Hedstrom, Alex","Irwin, Matt",1
"Hedstrom, Alex","Hedstrom, Alex",1
"Hedstrom, Alex","Wang, Zheng",1
"Jackson, Daniel","Graham, Todd",1
"Jackson, Daniel","Wright, Scott",1
"Jackson, Daniel","Jackson, Daniel",1
"Touileb, Samia","Iversen, Magnus",1
"Touileb, Samia","Touileb, Samia",1
"Touileb, Samia","Stavelin, Eirik",1
"Touileb, Samia","Pedersen, Truls",1
"Summers, Morgan","Poland, Travis",1
"Summers, Morgan","Holmstrom, Amanda",1
"Summers, Morgan","Summers, Morgan",1
"Summers, Morgan","Reynolds, Reed",1
"Summers, Morgan","Clare, David",1
"Edwards, Heidi","Sohn, YJ",1
"Edwards, Heidi","Edwards, Heidi",1
"Epstein, Dmitry","Epstein, Dmitry",1
"Fonner, Kathryn","Fonner, Kathryn",1
"Fonner, Kathryn","ter Hoeven, Claartje",1
"Fonner, Kathryn","van zoonen, ward",1
"Jung, Wan Seop","Jung, Wan Seop",1
"Jung, Wan Seop","Rhee, Eun Soo",1
"Brown, Michael","Wohn, Donghee",1
"Brown, Michael","Brown, Michael",1
"Brown, Michael","Ellison, Nicole",1
"Ma, Zexin","Nan, Xiaoli",1
"Ma, Zexin","Ma, Zexin",1
"de la Flor, Maria","Penaflor, Renato",1
"de la Flor, Maria","Wang, Qi",1
"de la Flor, Maria","de la Flor, Maria",1
"de la Flor, Maria","Ni, Lan",1
"Parrott, Scott","Conlin, Lindsey",1
"Parrott, Scott","Parrott, Scott",1
"Parrott, Scott","Bie, Bijie",1
"Parrott, Scott","Bissell, Kimberly",1
"Parrott, Scott","McLemore, Dylan",1
"Lauricella, Alexis","Morales, Eric",1
"Lauricella, Alexis","Alvarez, Aubry",1
"Lauricella, Alexis","Wartella, Ellen",1
"Lauricella, Alexis","Hurwitz, Lisa",1
"Lauricella, Alexis","Lauricella, Alexis",1
"Lauricella, Alexis","Rousse, Thomas",1
"Lauricella, Alexis","Kirkorian, Heather",1
"Brady, Erin","Bayer, Joseph",1
"Brady, Erin","Falk, Emily",1
"Brady, Erin","Brady, Erin",1
"Brady, Erin","Ellison, Nicole",1
"Brady, Erin","Schoenebeck, Sarita",1
"Kearl, Michelle","MARTINEZ-CARRILLO, NADIA",1
"Kearl, Michelle","Kearl, Michelle",1
"Hoffman, Alice","Sheff, Sarah",1
"Hoffman, Alice","Ahn, Jisoo",1
"Hoffman, Alice","Cox, Jeffrey",1
"Hoffman, Alice","Hoffman, Alice",1
"Hoffman, Alice","Silk, Kami",1
"Hoffman, Alice","Perrault, Evan",1
"Viswanathan, Vijay","Viswanathan, Vijay",1
"Viswanathan, Vijay","Sakashita, Mototaka",1
"Albu, Oana","Albu, Oana",1
"Shahjahan, Mohammad","Khan, Yasmin",1
"Shahjahan, Mohammad","Shahjahan, Mohammad",1
"Shahjahan, Mohammad","Afroze, Meher",1
"Wilson Mumpower, Stacie","Cionea, Ioana",1
"Wilson Mumpower, Stacie","Bassick, Megan",1
"Wilson Mumpower, Stacie","Wilson Mumpower, Stacie",1
"Brueggemann, Michael","Castro Herrero, Laia",1
"Brueggemann, Michael","Engesser, Sven",1
"Brueggemann, Michael","Buechel, Florin",1
"Brueggemann, Michael","Brueggemann, Michael",1
"Brueggemann, Michael","Humprecht, Edda",1
"Tanes-Ehle, Zeynep","Auger, Giselle",1
"Tanes-Ehle, Zeynep","Gee, Charlie",1
"Tanes-Ehle, Zeynep","Tanes-Ehle, Zeynep",1
"von Sikorski, Christian","von Sikorski, Christian",1
"von Sikorski, Christian","Hnelt, Maria",1
"Rony, Md. Nazmul","Yoon, Doyle",1
"Rony, Md. Nazmul","Rony, Md. Nazmul",1
"Rony, Md. Nazmul","Ahmed, Rahnuma",1
"Brant, Joao","Brant, Joao",1
"Brant, Joao","Porto, Mauro",1
"Helberger, Natali","Helberger, Natali",1
"Helberger, Natali","Boerman, Sophie",1
"Helberger, Natali","van Noort, Guda",1
"Helberger, Natali","de Looper, Melanie",1
"Head, Katharine","Helme, Donald",1
"Head, Katharine","Crosby, Richard",1
"Head, Katharine","Bachman, Audrey",1
"Head, Katharine","Reno, Jenna",1
"Head, Katharine","Jones, M. Grace",1
"Head, Katharine","Parrish, Adam",1
"Head, Katharine","Head, Katharine",1
"Head, Katharine","Cohen, Elisia",1
"Head, Katharine","Vos, Sarah",1
"Head, Katharine","Wombacher, Kevin",1
"Bunce, Mel","Bunce, Mel",1
"van den Eijnden, Regina","ter Bogt, Tom",1
"van den Eijnden, Regina","Vanwesenbeeck, Ine",1
"van den Eijnden, Regina","Doornwaard, Suzan",1
"van den Eijnden, Regina","Bickham, David",1
"van den Eijnden, Regina","van den Eijnden, Regina",1
"van den Eijnden, Regina","Rich, Michael",1
"Jiang, Wan","Collins, William",1
"Jiang, Wan","Fedesco, Heather",1
"Jiang, Wan","Jiang, Wan",1
"Blackburn, Greg","Blackburn, Greg",1
"Blackburn, Greg","Scharrer, Erica",1
"Yan, Bei","Jian, Lian",1
"Yan, Bei","Yan, Bei",1
"Suran, Melissa","Johnson, Thomas",1
"Suran, Melissa","Sinta, Vinicio",1
"Suran, Melissa","Suran, Melissa",1
"Suran, Melissa","Wasike, Ben",1
"Suran, Melissa","Kilgo, Danielle",1
"Suran, Melissa","Yoo, Joseph",1
"Suran, Melissa","Lu, Shuning",1
"Suran, Melissa","Jung, Hyeri",1
"Hayden, Craig","Hayden, Craig",1
"Abo, Melissa","Irwin, Matt",1
"Abo, Melissa","Slater, Michael",1
"Abo, Melissa","Abo, Melissa",1
"Shepperd, Josh","Shepperd, Josh",1
"Claus, CJ","Claus, CJ",1
"Claus, CJ","Myers, Scott",1
"Ishak, Andrew","Williams, Elizabeth",1
"Ishak, Andrew","Ishak, Andrew",1
"Feng, Yang","Feng, Yang",1
"Feng, Yang","Park, Jiwoo",1
"Van Dijk, Jan","Deursen, Alexander",1
"Van Dijk, Jan","Van Dijk, Jan",1
"Walrave, Michel","Poels, Karolien",1
"Walrave, Michel","Van den Broeck, Evert",1
"Walrave, Michel","Walrave, Michel",1
"Schaefer, David","Schaefer, David",1
"Schaefer, David","Karan, Kavita",1
"Pande, Somava","Pande, Somava",1
"Tan, Esther Geraldine Tan","Lin, Julian",1
"Tan, Esther Geraldine Tan","Subasaran, Nathanael",1
"Tan, Esther Geraldine Tan","Tan, Esther Geraldine Tan",1
"Tan, Esther Geraldine Tan","Pham, Thi Ngoc Bich Pham",1
"Tan, Esther Geraldine Tan","Tong, Shanwei Sabrina Tong",1
"Grall, Clare","Pei, Di",1
"Grall, Clare","Tamborini, Ron",1
"Grall, Clare","Prabhu, Sujay",1
"Grall, Clare","Hahn, Lindsay",1
"Grall, Clare","Grall, Clare",1
"Grall, Clare","Klebig, Brian",1
"DeLaCruz, Lauren","DeLaCruz, Lauren",1
"Yang, Grace","Yang, Grace",1
"Guo, Lei","Vargo, Chris",1
"Guo, Lei","Guo, Lei",1
"Thomas, Richard","Cushion, Stephen",1
"Thomas, Richard","Thomas, Richard",1
"Wallner, Cornelia","Kramer, Benjamin",1
"Wallner, Cornelia","Wallner, Cornelia",1
"Hong, Renyi","Hong, Renyi",1
"Besley, John","Oshita, Tsuyoshi",1
"Besley, John","Yuan, Shupei",1
"Besley, John","Zahry, Nagwan",1
"Besley, John","Besley, John",1
"Kashian, Nicole","Kashian, Nicole",1
"Kashian, Nicole","Hahn, Lindsay",1
"Kashian, Nicole","Tamborini, Ron",1
"Kashian, Nicole","Cheng, Ying",1
"Chae, Jiyoung","Tan, Andy",1
"Chae, Jiyoung","Chae, Jiyoung",1
"Chae, Jiyoung","Lee, Chul-joo",1
"Vickery, Andrea","Vickery, Andrea",1
"Vickery, Andrea","Sheldon, Pavica",1
"Vickery, Andrea","Honeycutt, James",1
"Vickery, Andrea","Houston Grey, Stephanie",1
"Yungbluth, Stephen","Yungbluth, Stephen",1
"Yungbluth, Stephen","Matig, Jacob",1
"Butler, John","Stephens, Bryan",1
"Butler, John","Chen, Wenhong",1
"Butler, John","Butler, John",1
"Kim, Jeong-Nam","Kim, Jeong-Nam",1
"Kim, Jeong-Nam","Kim, Soojin",1
"Kim, Jeong-Nam","Krishna, Arunima",1
"Lazer, David","Karbeyaz, Ceyhun",1
"Lazer, David","Keegan, Brian",1
"Lazer, David","Ognyanova, Katherine",1
"Lazer, David","Foucault Welles, Brooke",1
"Lazer, David","Hoye, Jefferson",1
"Lazer, David","Meleis, Waleed",1
"Lazer, David","Radford, Jason",1
"Lazer, David","Lazer, David",1
"Zerback, Thomas","Reinemann, Carsten",1
"Zerback, Thomas","Zerback, Thomas",1
"Zerback, Thomas","Van Aelst, Peter",1
"Brehe, Stephanie","Brehe, Stephanie",1
"Brehe, Stephanie","Jamison-Koenig, Edgar",1
"Quiring, Oliver","Reinecke, Leonard",1
"Quiring, Oliver","Dreier, Michael",1
"Quiring, Oliver","Beutel, Manfred",1
"Quiring, Oliver","Stark, Birgit",1
"Quiring, Oliver","Mueller, Kai",1
"Quiring, Oliver","Aufenanger, Stefan",1
"Quiring, Oliver","Quiring, Oliver",1
"Quiring, Oliver","Woelfling, Klaus",1
"Haas, Alexander","Haas, Alexander",1
"Haas, Alexander","Kuempel, Anna",1
"Sanders, Meghan","Li, Minjie",1
"Sanders, Meghan","Sanders, Meghan",1
"Bolin, Goran","Bolin, Goran",1
"Hong, Sun ha","Hong, Sun ha",1
"Schweickart, Tiffany","Cho, Moonhee",1
"Schweickart, Tiffany","Schweickart, Tiffany",1
"Schweickart, Tiffany","Darm, Lauren",1
"Zhang, Xiao","Zhao, Mengyang",1
"Zhang, Xiao","Zhang, Xiao",1
"Ting-Toomey, Stella","Ting-Toomey, Stella",1
"Ting-Toomey, Stella","Oetzel, John",1
"Ting-Toomey, Stella","Zhang, Qin",1
"Ting-Toomey, Stella","Zhang, Jibiao",1
"David, Prabu","Brickman, Jared",1
"David, Prabu","Silva, David",1
"David, Prabu","Zhu, Ranran",1
"David, Prabu","David, Prabu",1
"David, Prabu","Liu, Shuang",1
"Donsbach, Wolfgang","Donsbach, Wolfgang",1
"Keightley, Emily","Keightley, Emily",1
"Lakin, Travis","Nuciforo, Elena",1
"Lakin, Travis","Lakin, Travis",1
"Chang, Leanne","Chang, Leanne",1
"Chang, Leanne","Basnyat, Iccha",1
"Gilkerson, Nathan","Anderson, Betsy",1
"Gilkerson, Nathan","Gilkerson, Nathan",1
"Gilkerson, Nathan","Swenson, Rebecca",1
"Hedman, Ulrika","Hedman, Ulrika",1
"Xu, Sifan","Xu, Sifan",1
"Avery, Elizabeth","Park, Sejin",1
"Avery, Elizabeth","Avery, Elizabeth",1
"Driskell, Tripp","Salas, Eduardo",1
"Driskell, Tripp","Driskell, Jim",1
"Driskell, Tripp","Burke, Shawn",1
"Driskell, Tripp","Neuberger, Lindsay",1
"Driskell, Tripp","Driskell, Tripp",1
"Cooper, Roger","Cooper, Roger",1
"Cooper, Roger","Tang, Tang",1
"Choi, Myunggoon","Lee, Jaegil",1
"Choi, Myunggoon","Choi, Myunggoon",1
"Choi, Myunggoon","Shin, Dong-Hee",1
"Rand, Michael","Skalski, Paul",1
"Rand, Michael","Atkin, David",1
"Rand, Michael","Rand, Michael",1
"Rand, Michael","Jeffres, Leo",1
"Ryan, Erin","Ryan, Erin",1
"Ryan, Erin","Loveless, Taylor",1
"Hawthorne, Joshua","Warner, Benjamin",1
"Hawthorne, Joshua","Tschirhart, Philip",1
"Hawthorne, Joshua","Hawthorne, Joshua",1
"Rosario Albert, Enrique","Rosario Albert, Enrique",1
"Eisenstadt, Michael","Eisenstadt, Michael",1
"Gallois, Cindy","Mackinnon, Mairead",1
"Gallois, Cindy","Hebbani, Aparna",1
"Gallois, Cindy","Gallois, Cindy",1
"Gallois, Cindy","Khawaja, Nigar",1
"Swirbul, Mackenzie","Nong, Alan",1
"Swirbul, Mackenzie","Sajwani, Sadaf",1
"Swirbul, Mackenzie","Vaala, Sarah",1
"Swirbul, Mackenzie","Ly, Anna",1
"Swirbul, Mackenzie","Swirbul, Mackenzie",1
"Han, Jeong Yeob","Lee, Songyi",1
"Han, Jeong Yeob","Han, Jeong Yeob",1
"Alvidrez, Salvador","Franco, Oziel",1
"Alvidrez, Salvador","Muniz, Carlos",1
"Alvidrez, Salvador","Alvidrez, Salvador",1
"Braman, Sandra","Braman, Sandra",1
"Fung, Timothy","Lam, M. F.",1
"Fung, Timothy","Fung, Timothy",1
"Fung, Timothy","Lee, Kelvin",1
"Chen, Hexin","Chen, Hexin",1
"Chen, Hexin","Zhang, Xinzhi",1
"Chen, Hexin","Wang, Cheng-Jun",1
"Joeckel, Sven","Joeckel, Sven",1
"Joeckel, Sven","Ziegler, Isabell",1
"Joeckel, Sven","Shin, Wonsun",1
